REGION,BRANCH,FULL_BRANCH
O,1705,1705
B,1706,1706
D,1707,1707
N,1708,1708
P,1709,1709
P,1710,1710
P,1711,1711
L,1712,1712
O,1713,1713
O,1714,1714
J,1715,1715
F,1716,1716
F,1717,1717
R,1718,1718
R,1719,1719
X,1720,1720
Q,1721,1721
K,1722,1722
K,1723,1723
K,1724,1724
K,1725,1725
E,1726,1726
O,1727,1727
M,1728,1728
M,1729,1729
M,1730,1730
I,1731,1731
I,1732,1732
E,1733,1733
J,1734,1734
I,1735,1735
F,1736,1736
B,1737,1737
B,1738,1738
I,1739,1739
E,1740,1740
M,1741,1741
R,1742,1742
K,1744,1744
G,1745,1745
H,1746,1746
E,1747,1747
E,1748,1748
H,1749,1749
H,1750,1750
H,1751,1751
F,1752,1752
H,1753,1753
H,1754,1754
I,1755,1755
I,1756,1756
E,1757,1757
C,1758,1758
S,1759,1759
Q,1760,1760
H,1761,1761
M,1762,1762
M,1763,1763
B,1764,1764
E,1765,1765
B,1766,1766
E,1767,1767
F,1768,1768
I,1769,1769
X,1770,1770
R,1771,1771
B,1772,1772
F,1773,1773
X,1774,1774
I,1775,1775
K,1776,1776
K,1777,1777
K,1778,1778
H,1779,1779
F,1780,1780
F,1781,1781
Q,1782,1782
B,1783,1783
M,1784,1784
S,1785,1785
P,1786,1786
E,1787,1787
L,1788,1788
B,1789,1789
Q,1790,1790
Q,1791,1791
H,1792,1792
F,1793,1793
X,1794,1794
P,1795,1795
M,1796,1796
I,1797,1797
I,1798,1798
I,1799,1799
I,1800,1800
I,1801,1801
I,1802,1802
Q,1803,1803
K,1804,1804
S,1805,1805
L,1806,1806
R,1807,1807
S,1808,1808
F,1809,1809
L,1810,1810
M,1811,1811
Q,1812,1812
B,1813,1813
P,1814,1814
E,1815,1815
M,1816,1816
M,1817,1817
L,1818,1818
L,1819,1819
S,1820,1820
D,1821,1821
I,1822,1822
H,1823,1823
C,1824,1824
Q,1825,1825
X,1826,1826
R,1827,1827
X,1828,1828
R,1829,1829
O,1830,1830
P,1831,1831
J,1832,1832
L,1833,1833
A,1834,1834
M,1835,1835
I,1836,1836
P,1837,1837
P,1838,1838
P,1839,1839
C,1840,1840
X,1841,1841
K,1842,1842
K,1843,1843
I,1844,1844
P,1845,1845
I,1846,1846
I,1847,1847
I,1848,1848
Q,1849,1849
E,1850,1850
F,1851,1851
E,1852,1852
G,1853,1853
R,1854,1854
B,1855,1855
E,1856,1856
I,1857,1857
J,1858,1858
J,1859,1859
M,1860,1860
H,1861,1861
J,1862,1862
D,1863,1863
L,1864,1864
E,1865,1865
F,1866,1866
I,1867,1867
Q,1868,1868
D,1869,1869
K,1870,1870
I,1871,1871
G,1872,1872
I,1873,1873
B,1874,1874
H,1875,1875
N,1876,1876
G,1877,1877
E,1878,1878
R,1879,1879
O,1880,1880
C,1881,1881
B,1882,1882
J,1883,1883
H,1884,1884
H,1885,1885
H,1886,1886
D,1887,1887
R,1888,1888
F,2000,2000
R,2001,2001
M,2002,2002
N,2003,2003
E,2004,2004
I,2005,2005
E,2006,2006
E,2007,2007
I,2008,2008
I,2009,2009
Q,2010,2010
Q,2011,2011
Q,2012,2012
E,2013,2013
J,2014,2014
D,2015,2015
F,2016,2016
K,2017,2017
I,2018,2018
E,2019,2019
E,2020,2020
K,2021,2021
E,2022,2022
N,2023,2023
N,2024,2024
N,2025,2025
X,2026,2026
C,2027,2027
G,2028,2028
K,2029,2029
K,2030,2030
K,2031,2031
K,2032,2032
H,2033,2033
H,2034,2034
A,2035,2035
B,2036,2036
Q,2037,2037
E,2038,2038
E,2039,2039
Q,2040,2040
Q,2041,2041
P,2042,2042
C,2043,2043
K,2044,2044
Q,2045,2045
E,2046,2046
L,2047,2047
Q,2049,2049
R,2050,2050
P,2051,2051
P,2052,2052
P,2053,2053
P,2054,2054
H,2055,2055
A,2056,2056
A,2057,2057
F,2058,2058
L,2059,2059
L,2060,2060
Q,2061,2061
B,2062,2062
O,2063,2063
O,2064,2064
R,2065,2065
R,2066,2066
R,2067,2067
G,2068,2068
L,2069,2069
M,2070,2070
I,2071,2071
I,2072,2072
I,2073,2073
I,2074,2074
I,2075,2075
D,2076,2076
J,2077,2077
L,2078,2078
E,2079,2079
E,2080,2080
Q,2081,2081
B,2082,2082
B,2083,2083
B,2084,2084
P,2085,2085
P,2086,2086
X,2087,2087
D,2088,2088
D,2089,2089
D,2090,2090
D,2091,2091
J,2092,2092
D,2093,2093
K,2094,2094
G,2095,2095
G,2096,2096
H,2097,2097
H,2098,2098
H,2099,2099
O,2100,2100
I,2101,2101
E,2102,2102
F,2103,2103
F,2104,2104
F,2105,2105
E,2106,2106
I,2108,2108
R,2109,2109
H,2110,2110
N,2111,2111
L,2112,2112
I,2113,2113
I,2114,2114
X,2115,2115
X,2116,2116
X,2117,2117
K,2118,2118
J,2119,2119
H,2120,2120
L,2121,2121
M,2122,2122
I,2123,2123
I,2124,2124
Q,2126,2126
F,2128,2128
N,2129,2129
L,2130,2130
L,2131,2131
M,2132,2132
M,2133,2133
M,2134,2134
Q,2135,2135
Q,2136,2136
Q,2137,2137
Q,2139,2139
O,2140,2140
O,2141,2141
O,2142,2142
P,2143,2143
P,2144,2144
D,2145,2145
J,2146,2146
X,2147,2147
P,2148,2148
P,2149,2149
P,2150,2150
X,2151,2151
H,2152,2152
H,2153,2153
F,2154,2154
F,2155,2155
O,2156,2156
O,2157,2157
O,2158,2158
P,2159,2159
X,2160,2160
X,2161,2161
F,2162,2162
N,2163,2163
H,2164,2164
R,2165,2165
R,2166,2166
R,2167,2167
L,2168,2168
A,2169,2169
K,2170,2170
Q,2171,2171
Q,2172,2172
C,2173,2173
D,2174,2174
A,2175,2175
M,2176,2176
B,2177,2177
B,2178,2178
O,2179,2179
I,2180,2180
P,2181,2181
L,2182,2182
L,2183,2183
F,2184,2184
M,2185,2185
M,2186,2186
Q,2187,2187
P,2188,2188
P,2189,2189
P,2190,2190
J,2191,2191
J,2192,2192
D,2193,2193
D,2194,2194
G,2195,2195
G,2196,2196
H,2197,2197
H,2198,2198
G,2199,2199
H,2200,2200
M,2201,2201
F,2202,2202
R,2203,2203
R,2204,2204
D,2205,2205
D,2206,2206
D,2207,2207
C,2208,2208
P,2209,2209
X,2210,2210
L,2211,2211
N,2212,2212
C,2213,2213
X,2214,2214
J,2215,2215
K,2216,2216
K,2217,2217
K,2218,2218
P,2219,2219
A,2220,2220
I,2221,2221
Q,2223,2223
B,2224,2224
K,2225,2225
B,2226,2226
B,2227,2227
B,2228,2228
F,2229,2229
F,2230,2230
F,2231,2231
L,2232,2232
I,2233,2233
E,2234,2234
Q,2235,2235
R,2236,2236
R,2237,2237
R,2238,2238
D,2239,2239
G,2240,2240
G,2241,2241
G,2242,2242
K,2243,2243
J,2244,2244
I,2245,2245
L,2246,2246
L,2247,2247
Q,2248,2248
E,2249,2249
X,2250,2250
K,2251,2251
X,2252,2252
M,2253,2253
M,2254,2254
O,2255,2255
L,2256,2256
M,2257,2257
Q,2258,2258
P,2259,2259
N,2260,2260
C,2261,2261
J,2262,2262
D,2263,2263
X,2264,2264
X,2265,2265
G,2266,2266
K,2267,2267
A,2268,2268
Q,2269,2269
R,2270,2270
R,2271,2271
D,2272,2272
L,2273,2273
I,2274,2274
I,2275,2275
N,2276,2276
D,2277,2277
D,2278,2278
D,2279,2279
X,2280,2280
X,2281,2281
G,2282,2282
G,2283,2283
J,2284,2284
R,2285,2285
I,2286,2286
K,2287,2287
J,2288,2288
R,2289,2289
R,2290,2290
M,2291,2291
D,2292,2292
G,2293,2293
O,2294,2294
F,3001,3001
H,3002,3002
H,3003,3003
H,3004,3004
H,3005,3005
H,3006,3006
H,3007,3007
H,3008,3008
H,3009,3009
H,3010,3010
H,3011,3011
H,3012,3012
H,3013,3013
H,3014,3014
H,3015,3015
H,3016,3016
H,3017,3017
H,3018,3018
H,3019,3019
H,3020,3020
H,3021,3021
H,3022,3022
H,3023,3023
G,3024,3024
G,3025,3025
G,3026,3026
G,3027,3027
G,3028,3028
G,3029,3029
G,3030,3030
G,3031,3031
G,3032,3032
G,3033,3033
G,3034,3034
G,3035,3035
G,3036,3036
G,3037,3037
G,3038,3038
G,3039,3039
G,3040,3040
G,3041,3041
G,3042,3042
G,3043,3043
G,3044,3044
G,3045,3045
Q,3046,3046
Q,3047,3047
Q,3048,3048
Q,3049,3049
P,3050,3050
P,3051,3051
P,3052,3052
P,3053,3053
P,3054,3054
P,3055,3055
P,3056,3056
P,3057,3057
H,3058,3058
H,3059,3059
H,3060,3060
H,3061,3061
H,3062,3062
H,3063,3063
H,3064,3064
H,3065,3065
H,3066,3066
H,3067,3067
H,3068,3068
H,3069,3069
H,3070,3070
H,3071,3071
H,3073,3073
H,3074,3074
H,3075,3075
H,3076,3076
H,3077,3077
H,3078,3078
H,3079,3079
H,3080,3080
H,3081,3081
H,3082,3082
H,3083,3083
H,3084,3084
H,3085,3085
H,3086,3086
H,3087,3087
H,3088,3088
H,3089,3089
H,3090,3090
H,3091,3091
H,3092,3092
H,3093,3093
H,3094,3094
H,3095,3095
H,3096,3096
H,3097,3097
H,3098,3098
H,3099,3099
H,3100,3100
H,3101,3101
H,3102,3102
H,3103,3103
H,3104,3104
H,3105,3105
H,3106,3106
H,3107,3107
H,3108,3108
H,3109,3109
H,3110,3110
H,3111,3111
H,3112,3112
H,3113,3113
H,3114,3114
H,3115,3115
H,3116,3116
H,3117,3117
H,3118,3118
H,3119,3119
H,3120,3120
H,3121,3121
H,3122,3122
R,3123,3123
R,3124,3124
R,3125,3125
R,3126,3126
R,3127,3127
R,3128,3128
R,3129,3129
K,3130,3130
K,3131,3131
K,3132,3132
K,3133,3133
K,3134,3134
K,3135,3135
K,3136,3136
K,3137,3137
K,3138,3138
K,3139,3139
K,3140,3140
K,3141,3141
K,3142,3142
K,3143,3143
K,3144,3144
K,3145,3145
K,3146,3146
K,3147,3147
K,3148,3148
K,3149,3149
R,3150,3150
R,3151,3151
R,3152,3152
F,3153,3153
K,3154,3154
K,3155,3155
K,3156,3156
K,3157,3157
K,3158,3158
K,3159,3159
K,3160,3160
K,3161,3161
K,3162,3162
K,3163,3163
K,3164,3164
K,3165,3165
K,3166,3166
K,3167,3167
K,3168,3168
K,3169,3169
K,3170,3170
K,3171,3171
K,3172,3172
K,3173,3173
K,3174,3174
K,3175,3175
K,3176,3176
K,3177,3177
K,3178,3178
K,3179,3179
K,3180,3180
K,3181,3181
K,3182,3182
K,3183,3183
K,3184,3184
K,3185,3185
K,3186,3186
K,3187,3187
K,3188,3188
K,3189,3189
K,3190,3190
K,3191,3191
K,3192,3192
K,3193,3193
K,3194,3194
K,3195,3195
K,3196,3196
K,3197,3197
K,3198,3198
K,3199,3199
K,3200,3200
K,3201,3201
K,3202,3202
K,3203,3203
R,3204,3204
R,3205,3205
R,3206,3206
R,3207,3207
R,3208,3208
R,3209,3209
R,3210,3210
R,3211,3211
R,3212,3212
R,3213,3213
R,3214,3214
E,3215,3215
I,3216,3216
E,3217,3217
E,3218,3218
I,3219,3219
E,3220,3220
E,3221,3221
E,3222,3222
E,3223,3223
Q,3224,3224
Q,3225,3225
E,3226,3226
E,3227,3227
E,3228,3228
E,3229,3229
E,3230,3230
L,3231,3231
L,3232,3232
L,3233,3233
L,3234,3234
L,3235,3235
L,3236,3236
H,3237,3237
P,3238,3238
R,3239,3239
R,3240,3240
Q,3241,3241
Q,3242,3242
Q,3243,3243
Q,3244,3244
E,3245,3245
E,3246,3246
E,3247,3247
E,3248,3248
E,3249,3249
E,3250,3250
I,3251,3251
I,3252,3252
I,3253,3253
I,3254,3254
I,3255,3255
I,3256,3256
I,3257,3257
Q,3258,3258
F,3259,3259
I,3260,3260
I,3261,3261
I,3262,3262
F,3263,3263
F,3264,3264
F,3265,3265
F,3266,3266
F,3267,3267
F,3268,3268
F,3269,3269
F,3270,3270
B,3271,3271
B,3272,3272
B,3273,3273
B,3274,3274
B,3275,3275
B,3276,3276
X,3277,3277
C,3278,3278
X,3279,3279
C,3280,3280
X,3281,3281
X,3282,3282
J,3283,3283
J,3284,3284
J,3285,3285
D,3286,3286
F,3287,3287
F,3288,3288
F,3289,3289
F,3290,3290
F,3291,3291
F,3292,3292
F,3293,3293
F,3294,3294
F,3295,3295
F,3296,3296
R,3297,3297
R,3298,3298
R,3299,3299
R,3300,3300
R,3301,3301
E,3302,3302
E,3303,3303
E,3304,3304
E,3305,3305
E,3306,3306
E,3307,3307
E,3308,3308
Q,3309,3309
Q,3310,3310
E,3311,3311
Q,3312,3312
E,3313,3313
E,3314,3314
Q,3315,3315
E,3316,3316
Q,3317,3317
E,3318,3318
Q,3319,3319
Q,3320,3320
Q,3321,3321
E,3322,3322
Q,3323,3323
E,3324,3324
Q,3325,3325
Q,3326,3326
Q,3327,3327
E,3328,3328
E,3329,3329
E,3330,3330
N,3331,3331
N,3332,3332
N,3333,3333
N,3334,3334
N,3335,3335
N,3336,3336
N,3337,3337
H,3338,3338
A,3339,3339
A,3340,3340
A,3341,3341
B,3342,3342
B,3343,3343
B,3344,3344
B,3345,3345
B,3346,3346
B,3347,3347
B,3348,3348
B,3349,3349
B,3350,3350
B,3351,3351
B,3352,3352
B,3353,3353
B,3354,3354
B,3355,3355
B,3356,3356
X,3357,3357
X,3358,3358
X,3359,3359
X,3360,3360
X,3361,3361
X,3362,3362
X,3363,3363
X,3364,3364
X,3365,3365
X,3366,3366
X,3367,3367
X,3368,3368
X,3369,3369
X,3370,3370
X,3371,3371
J,3372,3372
D,3373,3373
P,3374,3374
B,3375,3375
B,3376,3376
B,3377,3377
B,3378,3378
B,3379,3379
B,3380,3380
B,3381,3381
B,3382,3382
B,3383,3383
B,3384,3384
B,3385,3385
X,3386,3386
X,3387,3387
D,3388,3388
D,3389,3389
J,3390,3390
J,3391,3391
J,3392,3392
D,3393,3393
J,3394,3394
D,3395,3395
D,3396,3396
D,3397,3397
J,3398,3398
H,3399,3399
H,3400,3400
H,3401,3401
H,3402,3402
H,3403,3403
G,3404,3404
G,3405,3405
G,3406,3406
G,3407,3407
G,3408,3408
G,3409,3409
G,3410,3410
P,3411,3411
P,3412,3412
P,3413,3413
P,3414,3414
O,3415,3415
O,3416,3416
O,3417,3417
P,3418,3418
P,3419,3419
P,3420,3420
P,3421,3421
O,3422,3422
O,3423,3423
L,3424,3424
L,3425,3425
L,3426,3426
L,3427,3427
L,3428,3428
L,3429,3429
L,3430,3430
L,3431,3431
L,3432,3432
L,3433,3433
L,3434,3434
L,3435,3435
L,3436,3436
L,3437,3437
L,3438,3438
L,3439,3439
L,3440,3440
L,3441,3441
G,3442,3442
G,3443,3443
G,3444,3444
N,3445,3445
N,3446,3446
N,3447,3447
N,3448,3448
N,3449,3449
N,3450,3450
N,3451,3451
F,3452,3452
F,3453,3453
F,3454,3454
F,3455,3455
F,3456,3456
F,3457,3457
F,3458,3458
F,3459,3459
I,3460,3460
F,3461,3461
F,3462,3462
F,3463,3463
F,3464,3464
F,3465,3465
F,3466,3466
F,3467,3467
F,3468,3468
F,3469,3469
Q,3470,3470
Q,3471,3471
Q,3472,3472
Q,3473,3473
Q,3474,3474
Q,3475,3475
Q,3476,3476
Q,3477,3477
Q,3478,3478
Q,3479,3479
O,3480,3480
M,3481,3481
M,3482,3482
M,3483,3483
M,3484,3484
M,3485,3485
M,3486,3486
M,3487,3487
M,3488,3488
M,3489,3489
M,3490,3490
M,3491,3491
M,3492,3492
M,3493,3493
M,3494,3494
M,3495,3495
M,3496,3496
M,3497,3497
M,3498,3498
M,3499,3499
M,3500,3500
M,3501,3501
R,3502,3502
K,3503,3503
R,3504,3504
R,3505,3505
K,3506,3506
R,3507,3507
R,3508,3508
R,3509,3509
K,3510,3510
R,3511,3511
R,3512,3512
P,3513,3513
P,3514,3514
P,3515,3515
P,3516,3516
E,3517,3517
A,3518,3518
A,3519,3519
A,3520,3520
A,3521,3521
A,3522,3522
A,3523,3523
A,3524,3524
A,3525,3525
A,3526,3526
B,3527,3527
B,3528,3528
B,3529,3529
B,3530,3530
B,3531,3531
B,3532,3532
B,3533,3533
B,3534,3534
B,3535,3535
B,3536,3536
B,3537,3537
B,3538,3538
B,3539,3539
X,3540,3540
X,3541,3541
X,3542,3542
C,3543,3543
X,3544,3544
X,3545,3545
X,3546,3546
X,3547,3547
X,3548,3548
J,3549,3549
D,3550,3550
J,3551,3551
D,3552,3552
D,3553,3553
D,3554,3554
D,3555,3555
D,3556,3556
D,3557,3557
D,3558,3558
D,3559,3559
D,3560,3560
J,3561,3561
J,3562,3562
M,3563,3563
M,3564,3564
M,3565,3565
M,3566,3566
M,3567,3567
G,3568,3568
G,3569,3569
M,3570,3570
M,3571,3571
M,3572,3572
M,3573,3573
M,3574,3574
M,3575,3575
M,3576,3576
M,3577,3577
I,3578,3578
M,3579,3579
M,3580,3580
P,3581,3581
P,3582,3582
H,3583,3583
H,3584,3584
H,3585,3585
H,3586,3586
H,3587,3587
H,3588,3588
H,3589,3589
H,3590,3590
H,3591,3591
H,3592,3592
H,3593,3593
H,3594,3594
H,3595,3595
H,3596,3596
G,3597,3597
M,3598,3598
F,3599,3599
L,3600,3600
L,3601,3601
L,3602,3602
L,3603,3603
L,3604,3604
L,3605,3605
L,3606,3606
L,3607,3607
L,3608,3608
L,3609,3609
L,3610,3610
L,3611,3611
L,3612,3612
L,3613,3613
L,3614,3614
L,3615,3615
L,3616,3616
L,3617,3617
M,3618,3618
M,3619,3619
Q,3620,3620
Q,3621,3621
Q,3622,3622
P,3623,3623
O,3624,3624
O,3625,3625
P,3626,3626
O,3627,3627
P,3628,3628
P,3629,3629
P,3630,3630
P,3632,3632
N,3633,3633
N,3634,3634
N,3635,3635
N,3636,3636
N,3637,3637
K,3638,3638
K,3639,3639
K,3640,3640
R,3641,3641
R,3642,3642
K,3643,3643
K,3644,3644
K,3645,3645
N,3646,3646
A,3647,3647
K,3648,3648
K,3649,3649
K,3650,3650
K,3651,3651
K,3652,3652
K,3653,3653
K,3654,3654
K,3655,3655
K,3656,3656
K,3657,3657
H,3658,3658
H,3659,3659
H,3660,3660
H,3661,3661
H,3662,3662
H,3663,3663
H,3664,3664
H,3665,3665
H,3666,3666
H,3667,3667
H,3668,3668
F,3669,3669
F,3670,3670
F,3671,3671
I,3672,3672
I,3673,3673
I,3674,3674
I,3675,3675
I,3676,3676
F,3677,3677
F,3678,3678
F,3679,3679
F,3680,3680
F,3681,3681
F,3682,3682
F,3683,3683
G,3684,3684
G,3685,3685
G,3686,3686
G,3687,3687
G,3688,3688
G,3689,3689
G,3690,3690
G,3691,3691
G,3692,3692
G,3693,3693
G,3694,3694
G,3695,3695
D,3696,3696
Q,3697,3697
Q,3698,3698
Q,3699,3699
I,3700,3700
Q,3701,3701
Q,3702,3702
Q,3703,3703
I,3704,3704
Q,3705,3705
K,3706,3706
K,3707,3707
K,3708,3708
K,3709,3709
K,3710,3710
K,3711,3711
K,3712,3712
K,3713,3713
K,3714,3714
K,3715,3715
K,3716,3716
K,3717,3717
K,3718,3718
H,3719,3719
H,3720,3720
H,3721,3721
H,3722,3722
H,3723,3723
H,3724,3724
H,3725,3725
H,3726,3726
I,3727,3727
I,3728,3728
I,3729,3729
I,3730,3730
F,3731,3731
F,3732,3732
F,3733,3733
F,3734,3734
F,3735,3735
F,3736,3736
G,3737,3737
G,3738,3738
G,3739,3739
G,3740,3740
G,3741,3741
G,3742,3742
G,3743,3743
G,3744,3744
G,3745,3745
G,3746,3746
R,3747,3747
R,3748,3748
R,3749,3749
R,3750,3750
R,3751,3751
R,3752,3752
R,3753,3753
R,3754,3754
R,3755,3755
R,3756,3756
R,3757,3757
R,3758,3758
R,3759,3759
H,3760,3760
H,3761,3761
H,3762,3762
H,3763,3763
H,3764,3764
H,3765,3765
H,3766,3766
H,3767,3767
H,3768,3768
H,3769,3769
H,3770,3770
F,3771,3771
F,3772,3772
F,3773,3773
F,3774,3774
F,3775,3775
F,3776,3776
F,3777,3777
F,3778,3778
F,3779,3779
F,3780,3780
F,3781,3781
F,3782,3782
G,3783,3783
G,3784,3784
G,3785,3785
G,3786,3786
G,3787,3787
G,3788,3788
G,3789,3789
G,3790,3790
G,3791,3791
G,3792,3792
G,3793,3793
G,3794,3794
G,3795,3795
E,3796,3796
A,3797,3797
A,3798,3798
A,3799,3799
A,3800,3800
A,3801,3801
A,3802,3802
A,3803,3803
A,3804,3804
A,3805,3805
P,3806,3806
P,3807,3807
P,3808,3808
O,3809,3809
P,3810,3810
P,3811,3811
P,3812,3812
P,3813,3813
P,3814,3814
P,3815,3815
P,3816,3816
P,3817,3817
P,3818,3818
P,3819,3819
P,3820,3820
P,3821,3821
P,3822,3822
P,3823,3823
P,3824,3824
P,3825,3825
P,3826,3826
B,3827,3827
B,3828,3828
B,3829,3829
B,3830,3830
B,3831,3831
B,3832,3832
B,3833,3833
B,3834,3834
M,3835,3835
N,3836,3836
J,3837,3837
H,3838,3838
K,3839,3839
G,3840,3840
K,3841,3841
R,3842,3842
R,3843,3843
R,3844,3844
R,3845,3845
K,3846,3846
K,3847,3847
Q,3848,3848
Q,3849,3849
Q,3850,3850
Q,3851,3851
Q,3852,3852
Q,3853,3853
Q,3854,3854
Q,3855,3855
Q,3856,3856
Q,3857,3857
Q,3858,3858
Q,3859,3859
Q,3860,3860
Q,3861,3861
Q,3862,3862
Q,3863,3863
Q,3864,3864
Q,3865,3865
Q,3866,3866
Q,3867,3867
Q,3868,3868
Q,3869,3869
R,3870,3870
R,3871,3871
R,3872,3872
R,3873,3873
R,3874,3874
R,3875,3875
R,3876,3876
R,3877,3877
R,3878,3878
R,3879,3879
R,3880,3880
R,3881,3881
K,3882,3882
R,3883,3883
R,3884,3884
R,3885,3885
R,3886,3886
R,3887,3887
R,3888,3888
R,3889,3889
H,3890,3890
H,3891,3891
H,3892,3892
H,3893,3893
H,3894,3894
H,3895,3895
H,3896,3896
H,3897,3897
G,3898,3898
G,3899,3899
G,3900,3900
G,3901,3901
G,3902,3902
G,3903,3903
A,3904,3904
A,3905,3905
A,3906,3906
A,3907,3907
A,3908,3908
A,3909,3909
A,3910,3910
A,3911,3911
A,3912,3912
A,3913,3913
A,3914,3914
A,3915,3915
A,3916,3916
A,3917,3917
A,3918,3918
A,3919,3919
A,3920,3920
A,3921,3921
A,3922,3922
A,3923,3923
A,3924,3924
A,3925,3925
A,3926,3926
A,3927,3927
A,3928,3928
A,3929,3929
A,3930,3930
A,3931,3931
A,3932,3932
A,3933,3933
A,3934,3934
A,3935,3935
A,3936,3936
A,3937,3937
A,3938,3938
A,3939,3939
A,3940,3940
A,3941,3941
A,3942,3942
A,3943,3943
A,3944,3944
A,3945,3945
A,3946,3946
A,3947,3947
A,3948,3948
A,3949,3949
A,3950,3950
A,3951,3951
A,3952,3952
A,3953,3953
A,3954,3954
A,3955,3955
A,3956,3956
A,3957,3957
A,3958,3958
A,3959,3959
A,3960,3960
A,3961,3961
A,3962,3962
A,3963,3963
A,3964,3964
A,3965,3965
A,3966,3966
A,3967,3967
A,3968,3968
A,3969,3969
A,3970,3970
